,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
563,7423331_547-1645,1,0.9887999999999999,0.0,89.0,89,89,0.0,89.0,89,89,89,1,88,89
564,7398602_9457-10494,1,0.0,,,0,0,,,0,0,0,0,0,0
565,7461264_2226-3320,1,1.0,0.0,91.0,91,91,0.0,91.0,91,91,91,0,91,91
566,7427377_2838-3940,1,1.0,85.0,0.0,85,85,0.0,85.0,85,85,85,0,85,85
567,7361612_14192-15251,1,1.0,66.0,0.0,66,66,0.0,66.0,66,66,66,0,66,66
568,7472573_22995-24093,1,0.0,,,0,0,,,0,0,0,0,0,0
569,7373101_7173-8230,1,0.97,0.0,100.0,100,100,111.0,211.0,211,100,100,3,97,100
570,7483366_8196-9274,1,0.9667,0.0,60.0,60,60,0.0,60.0,60,60,60,2,58,60
571,7506104_19687-20731,1,0.9890000000000001,0.0,91.0,91,91,0.0,91.0,91,91,91,1,90,91
572,7262085_28817-29850,1,0.9899,198.0,0.0,198,198,230.0,428.0,433,198,198,2,196,198
573,7470097_5183-6272,1,1.0,109.0,0.0,109,109,0.0,109.0,109,109,109,0,109,109
574,7505500_1076-2126,1,0.9789,0.0,95.0,95,95,0.0,95.0,95,95,95,2,93,95
575,7383729_16853-17882,1,0.9804,0.0,51.0,51,51,0.0,51.0,51,51,51,1,50,51
576,7489263_27120-28154,1,0.0,,,0,0,,,0,0,0,0,0,0
577,7291916_2523-3567,1,1.0,41.0,0.0,41,41,0.0,41.0,41,41,41,0,41,41
578,7462141_8508-9546,1,1.0,0.0,44.0,44,44,0.0,44.0,44,44,44,0,44,44
579,7488787_4705-5731,1,0.0,,,0,0,,,0,0,0,0,0,0
580,7389987_5178-6268,1,0.9841,0.0,64.0,64,64,0.0,63.0,63,63,63,1,62,64
581,7252454_12128-13301,1,1.0,79.0,0.0,79,79,4.0,83.0,83,79,79,0,79,79
582,7239396_5832-6870,1,1.0,0.0,53.0,53,53,0.0,53.0,53,53,53,0,53,53
583,7378712_20386-21430,1,1.0,32.0,0.0,32,32,0.0,32.0,32,32,32,0,32,32
584,7495898_2047-3097,1,1.0,29.0,0.0,29,29,0.0,29.0,29,29,29,0,29,29
585,7486472_14367-15497,1,1.0,93.0,0.0,93,93,1.0,94.0,94,93,93,0,93,93
586,7494837_2503-3614,1,0.9912000000000001,0.0,113.0,113,113,0.0,113.0,113,113,113,1,112,113
587,7505897_9233-10263,1,1.0,0.0,30.0,31,30,0.0,30.0,31,30,30,0,30,30
588,7313736_12971-14008,1,1.0,0.0,77.0,77,77,0.0,77.0,77,77,77,0,77,77
589,7399263_9989-11032,1,0.0,,,0,0,,,0,0,0,0,0,0
590,7251346_3192-4227,1,0.0,,,0,0,,,0,0,0,0,0,0
591,7502615_2248-3298,0,0.0,,,0,0,,,0,0,0,0,0,0
592,7472110_1682-2702,0,0.0,,,0,0,,,0,0,0,0,0,0
593,7479158_876-1926,0,1.0,0.0,59.0,59,59,0.0,59.0,59,59,59,0,59,59
594,7316002_16296-17441,0,1.0,82.0,0.0,82,82,0.0,82.0,250,82,82,0,82,82
595,7489198_20546-21596,0,1.0,124.0,0.0,124,124,13.0,137.0,137,124,124,0,124,124
596,7484873_8433-9667,0,0.9926,0.0,272.0,272,272,4.0,276.0,278,272,272,2,270,272
597,7487046_4331-5410,0,0.9565,69.0,0.0,69,69,0.0,69.0,69,69,69,3,66,69
598,7501025_5619-6669,0,1.0,0.0,58.0,58,58,13.0,71.0,71,58,58,0,58,58
599,7311207_5059-6173,0,0.9856,139.0,0.0,139,139,0.0,139.0,139,139,139,2,137,139
600,7455923_3415-4437,0,1.0,0.0,83.0,83,83,1.0,84.0,84,83,83,0,83,83
601,7482377_9608-10658,0,1.0,29.0,0.0,29,29,0.0,29.0,29,29,29,0,29,29
602,7481591_502-1552,0,1.0,83.0,0.0,83,83,0.0,83.0,83,83,83,0,83,83
603,7371617_4084-5181,0,0.9895,95.0,0.0,95,95,0.0,95.0,101,95,95,1,94,95
604,7483411_4682-5755,0,1.0,0.0,144.0,144,144,0.0,144.0,144,144,144,0,144,144
605,7334171_13424-14460,0,0.9798,99.0,0.0,99,99,4.0,103.0,111,99,99,2,97,99
606,7274430_9521-10573,0,1.0,1.0,97.0,97,96,1.0,97.0,97,96,96,0,96,96
607,7399234_642-1731,0,0.9922,129.0,0.0,129,129,0.0,129.0,129,129,129,1,128,129
608,7275143_1266-2309,0,1.0,84.0,0.0,84,84,3.0,87.0,87,84,84,0,84,84
609,7502919_19677-20727,0,0.9919,124.0,0.0,124,124,0.0,124.0,141,124,124,1,123,124
610,7483885_22354-23404,0,0.99,100.0,0.0,100,100,0.0,100.0,100,100,100,1,99,100
611,7492159_59510-60560,0,1.0,0.0,39.0,39,39,0.0,39.0,39,39,39,0,39,39
612,7433796_11145-12300,0,0.9789,96.0,1.0,96,95,0.0,110.0,111,110,95,2,93,110
613,7492088_11139-12189,0,0.0,,,0,0,,,0,0,0,0,0,0
614,7494123_17139-18189,0,0.0,,,0,0,,,0,0,0,0,0,0
