,gap_id,is_fixed,percent_identity,query_start,query_end,query_length,query_alignment_length,target_start,target_end,target_length,target_alignment_length,total_bases_compared,mismatches,matches,total_length
576,7252454_12128-13301,1,1.0,249.0,332.0,441,83,83.0,0.0,83,83,83,0,83,83
577,7239396_5832-6870,1,1.0,244.0,297.0,343,53,0.0,53.0,53,53,53,0,53,53
578,7378712_20386-21430,1,1.0,234.0,266.0,452,32,32.0,0.0,32,32,32,0,32,32
579,7495898_2047-3097,1,1.0,141.0,170.0,759,29,0.0,29.0,29,29,29,0,29,29
580,7486472_14367-15497,1,1.0,217.0,311.0,625,94,94.0,0.0,94,94,94,0,94,94
581,7494837_2503-3614,1,1.0,241.0,353.0,630,112,0.0,112.0,113,112,112,0,112,112
582,7505897_9233-10263,1,1.0,242.0,272.0,498,30,0.0,30.0,31,30,30,0,30,30
583,7313736_12971-14008,1,1.0,242.0,319.0,532,77,0.0,77.0,77,77,77,0,77,77
584,7399263_9989-11032,1,0.0,,,0,0,,,0,0,0,0,0,0
585,7251346_3192-4227,1,0.0,,,0,0,,,0,0,0,0,0,0
586,7479588_23279-24302,0,0.0,,,0,0,,,0,0,0,0,0,0
587,7502615_2248-3298,0,0.0,,,0,0,,,0,0,0,0,0,0
588,7505686_13902-14995,0,1.0,241.0,313.0,503,72,0.0,72.0,73,72,72,0,72,72
589,7451320_75-1097,0,1.0,171.0,201.0,441,30,30.0,0.0,30,30,30,0,30,30
590,7376078_10426-11495,0,1.0,238.0,323.0,588,85,0.0,85.0,85,85,85,0,85,85
591,7485090_13544-14579,0,1.0,200.0,231.0,489,31,0.0,31.0,31,31,31,0,31,31
592,7505634_9177-10218,0,0.0,,,0,0,,,0,0,0,0,0,0
593,7506621_2933-3978,0,0.0,,,0,0,,,0,0,0,0,0,0
594,7319547_40433-41536,0,1.0,49.0,155.0,327,106,107.0,1.0,107,106,106,0,106,106
595,7463331_2860-3943,0,0.9022,101.0,193.0,605,92,92.0,0.0,92,92,92,9,83,92
596,7401558_10450-11474,0,0.0,,,0,0,,,0,0,0,0,0,0
597,7370337_11259-12365,0,1.0,240.0,369.0,618,129,129.0,0.0,129,129,129,0,129,129
598,7434224_13886-14939,0,1.0,217.0,257.0,490,40,40.0,0.0,40,40,40,0,40,40
599,7469900_2755-3790,0,1.0,242.0,274.0,598,32,0.0,29.0,29,29,29,0,29,32
600,7332527_2193-3240,0,1.0,233.0,283.0,498,50,0.0,50.0,50,50,50,0,50,50
601,7422591_1866-2965,0,1.0,246.0,343.0,639,97,1.0,98.0,98,97,97,0,97,97
603,7297893_893-1985,0,1.0,246.0,338.0,584,92,0.0,92.0,92,92,92,0,92,92
604,7428031_9282-10417,0,0.987,0.0,77.0,77,77,16.0,93.0,934,77,77,1,76,77
605,7505296_1033-2058,0,0.0,,,0,0,,,0,0,0,0,0,0
606,7384305_3822-4865,0,1.0,232.0,258.0,818,26,0.0,26.0,26,26,26,0,26,26
607,7497235_8847-9880,0,1.0,207.0,236.0,718,29,29.0,0.0,29,29,29,0,29,29
608,7470141_3227-4269,0,1.0,229.0,269.0,515,40,40.0,0.0,40,40,40,0,40,40
609,7387869_15661-16807,0,0.8873000000000001,27.0,169.0,405,142,0.0,142.0,142,142,142,16,126,142
610,7260327_1679-2768,0,0.985,235.0,368.0,574,133,0.0,133.0,133,133,133,2,131,133
611,7500842_14911-16032,0,1.0,211.0,294.0,525,83,83.0,0.0,83,83,83,0,83,83
612,7259769_8628-9754,0,1.0,159.0,323.0,651,164,163.0,0.0,163,163,163,0,163,164
613,7473913_1443-2480,0,1.0,234.0,312.0,553,78,0.0,78.0,78,78,78,0,78,78
614,7316879_3877-4985,0,1.0,250.0,313.0,558,63,1.0,64.0,64,63,63,0,63,63
615,7471134_232-1331,0,0.8856999999999999,177.0,282.0,371,105,145.0,40.0,145,105,105,12,93,105
616,7381504_811-1913,0,1.0,244.0,352.0,596,108,1.0,109.0,109,108,108,0,108,108
617,7243178_4005-5059,0,0.9459000000000001,301.0,338.0,652,37,0.0,37.0,37,37,37,2,35,37
618,7377701_2790-3825,0,0.0,,,0,0,,,0,0,0,0,0,0
619,7274279_1203-2345,0,1.0,238.0,320.0,549,82,0.0,82.0,82,82,82,0,82,82
620,7448217_9412-10521,0,1.0,234.0,335.0,581,101,0.0,101.0,101,101,101,0,101,101
621,7257191_1558-2593,0,0.0,,,0,0,,,0,0,0,0,0,0
622,7405654_13991-15011,0,0.9582999999999999,218.0,242.0,659,24,1.0,25.0,26,24,24,1,23,24
623,7476382_8345-9420,0,1.0,265.0,357.0,587,92,92.0,0.0,92,92,92,0,92,92
624,7466889_11139-12267,0,1.0,244.0,355.0,583,111,111.0,0.0,111,111,111,0,111,111
625,7313585_912-1969,0,1.0,243.0,288.0,628,45,0.0,45.0,45,45,45,0,45,45
626,7472110_1682-2702,0,0.0,,,0,0,,,0,0,0,0,0,0
627,7505995_9945-11031,0,0.0,,,0,0,,,0,0,0,0,0,0
628,7495139_32340-33413,0,0.0,,,0,0,,,0,0,0,0,0,0
629,7491167_28645-29759,0,1.0,229.0,339.0,584,110,110.0,0.0,110,110,110,0,110,110
630,7497776_5351-6486,0,0.9667,240.0,390.0,590,150,0.0,150.0,151,150,150,5,145,150
631,7500461_1254-2333,0,1.0,234.0,369.0,609,135,0.0,135.0,135,135,135,0,135,135
632,7464428_44673-45750,0,0.0,,,0,0,,,0,0,0,0,0,0
633,7356095_8183-9211,0,0.9815,233.0,287.0,537,54,1.0,55.0,55,54,54,1,53,54
634,7369629_3156-4204,0,1.0,244.0,303.0,552,59,0.0,59.0,59,59,59,0,59,59
635,7273682_15485-16579,0,1.0,232.0,372.0,655,140,140.0,0.0,140,140,140,0,140,140
636,7421916_12872-13926,0,0.0,,,0,0,,,0,0,0,0,0,0
637,7467938_4982-6069,0,0.7778,291.0,408.0,1282,117,0.0,117.0,117,117,117,26,91,117
638,7498068_28053-29129,0,1.0,193.0,327.0,380,134,0.0,134.0,134,134,134,0,134,134
639,7430370_2372-3474,0,0.991,58.0,279.0,474,221,0.0,221.0,221,221,221,2,219,221
640,7465311_16924-18025,0,1.0,235.0,297.0,533,62,0.0,62.0,63,62,62,0,62,62
641,7239194_4615-5671,0,0.0,,,0,0,,,0,0,0,0,0,0
642,7401058_2129-3166,0,1.0,238.0,265.0,450,27,27.0,0.0,27,27,27,0,27,27
643,7500466_6665-7833,0,1.0,313.0,586.0,784,273,273.0,0.0,273,273,273,0,273,273
644,7498158_805-1862,0,1.0,227.0,303.0,519,76,76.0,0.0,76,76,76,0,76,76
645,7469291_709-1738,0,0.9057,138.0,191.0,390,53,0.0,53.0,54,53,53,5,48,53
646,7419357_8135-9170,0,1.0,218.0,246.0,481,28,28.0,0.0,28,28,28,0,28,28
647,7455027_14843-15995,0,1.0,232.0,311.0,558,79,79.0,0.0,80,79,79,0,79,79
648,7501353_13306-14356,0,0.0,,,0,0,,,0,0,0,0,0,0
649,7374189_2169-3406,0,1.0,193.0,320.0,552,127,14.0,141.0,141,127,127,0,127,127
650,7492332_15242-16323,0,0.0,,,0,0,,,0,0,0,0,0,0
651,7375890_2852-3886,0,1.0,235.0,260.0,498,25,25.0,0.0,25,25,25,0,25,25
652,7295297_156-1200,0,1.0,233.0,319.0,706,86,87.0,1.0,87,86,86,0,86,86
653,7469249_1007-2087,0,1.0,226.0,290.0,516,64,64.0,0.0,65,64,64,0,64,64
654,7450458_1167-2201,0,0.9851000000000001,230.0,297.0,531,67,0.0,67.0,68,67,67,1,66,67
655,7383489_1711-2740,0,0.0,,,0,0,,,0,0,0,0,0,0
656,7492603_6544-7588,0,1.0,283.0,327.0,527,44,44.0,0.0,44,44,44,0,44,44
657,7242173_19219-20294,0,1.0,261.0,337.0,560,76,76.0,0.0,76,76,76,0,76,76
658,7317713_12710-13775,0,1.0,238.0,305.0,529,67,67.0,0.0,68,67,67,0,67,67
659,7343730_16086-17132,0,1.0,185.0,231.0,466,46,0.0,46.0,46,46,46,0,46,46
660,7480753_23373-24411,0,1.0,200.0,257.0,469,57,0.0,57.0,57,57,57,0,57,57
661,7456002_390-1484,0,1.0,247.0,338.0,545,91,91.0,0.0,91,91,91,0,91,91
662,7336418_560-1622,0,1.0,238.0,313.0,537,75,75.0,0.0,75,75,75,0,75,75
663,7249781_1094-2166,0,1.0,231.0,370.0,656,139,0.0,139.0,139,139,139,0,139,139
664,7264819_21921-23012,0,1.0,243.0,323.0,567,80,80.0,0.0,80,80,80,0,80,80
665,7472192_39778-40911,0,1.0,232.0,311.0,475,79,0.0,79.0,79,79,79,0,79,79
666,7453210_3418-4478,0,1.0,241.0,312.0,360,71,0.0,71.0,71,71,71,0,71,71
667,7282940_62659-63703,0,1.0,240.0,319.0,551,79,0.0,79.0,79,79,79,0,79,79
668,7286759_3931-5020,0,0.9895,234.0,329.0,565,95,95.0,0.0,95,95,95,1,94,95
669,7479574_745-1783,0,1.0,61.0,157.0,398,96,0.0,96.0,96,96,96,0,96,96
670,7486925_5468-6518,0,0.0,,,0,0,,,0,0,0,0,0,0
671,7360759_1690-2800,0,1.0,216.0,337.0,569,121,121.0,0.0,122,121,121,0,121,121
672,7485402_2864-3887,0,0.0,,,0,0,,,0,0,0,0,0,0
673,7257041_36078-37168,0,1.0,239.0,345.0,581,106,0.0,106.0,106,106,106,0,106,106
674,7494714_3490-4593,0,0.9876999999999999,195.0,276.0,516,81,81.0,0.0,81,81,81,1,80,81
675,7488412_7664-8776,0,1.0,267.0,353.0,857,86,87.0,1.0,87,86,86,0,86,86
676,7316380_61-1141,0,1.0,243.0,318.0,677,75,0.0,75.0,76,75,75,0,75,75
677,7506030_61045-62101,0,1.0,224.0,308.0,544,84,0.0,84.0,84,84,84,0,84,84
678,7499773_27786-28940,0,1.0,225.0,378.0,573,153,0.0,153.0,153,153,153,0,153,153
679,7442971_33049-34077,0,1.0,236.0,277.0,501,41,41.0,0.0,42,41,41,0,41,41
680,7505108_74589-75651,0,1.0,215.0,268.0,507,53,0.0,53.0,53,53,53,0,53,53
681,7476609_13181-14296,0,1.0,188.0,254.0,468,66,66.0,0.0,66,66,66,0,66,66
682,7479158_876-1926,0,1.0,702.0,761.0,1075,59,0.0,59.0,59,59,59,0,59,59
683,7505030_1613-2634,0,0.0,,,0,0,,,0,0,0,0,0,0
684,7257695_2926-4010,0,1.0,137.0,158.0,396,21,21.0,0.0,21,21,21,0,21,21
685,7328991_67-1229,0,1.0,316.0,412.0,1088,96,96.0,0.0,97,96,96,0,96,96
686,7432909_31947-33154,0,0.0,,,0,0,,,0,0,0,0,0,0
687,7498028_2680-3730,0,1.0,252.0,318.0,658,66,0.0,66.0,66,66,66,0,66,66
688,7479284_2434-3484,0,0.9555,96.0,344.0,918,248,755.0,1002.0,1468,247,247,11,236,248
689,7439110_7855-8977,0,1.0,220.0,344.0,589,124,0.0,124.0,124,124,124,0,124,124
690,7405122_6719-7815,0,1.0,230.0,286.0,491,56,56.0,0.0,57,56,56,0,56,56
691,7482053_66723-67924,0,1.0,246.0,436.0,684,190,190.0,0.0,190,190,190,0,190,190
692,7245101_53823-54920,0,1.0,57.0,83.0,331,26,26.0,0.0,26,26,26,0,26,26
693,7249989_8891-9945,0,1.0,239.0,276.0,554,37,36.0,0.0,37,36,36,0,36,37
694,7261485_5878-6962,0,0.9655,291.0,378.0,608,87,87.0,0.0,87,87,87,3,84,87
695,7252408_13053-14182,0,1.0,231.0,373.0,437,142,0.0,142.0,142,142,142,0,142,142
696,7494147_460-1512,0,1.0,236.0,316.0,654,80,80.0,0.0,80,80,80,0,80,80
697,7447741_508-1559,0,1.0,768.0,836.0,1227,68,1.0,69.0,69,68,68,0,68,68
698,7504625_16075-17109,0,1.0,246.0,337.0,580,91,0.0,91.0,91,91,91,0,91,91
699,7479701_1390-2440,0,0.0,,,0,0,,,0,0,0,0,0,0
700,7262044_15676-16703,0,1.0,219.0,276.0,568,57,0.0,57.0,57,57,57,0,57,57
701,7484599_9094-10179,0,1.0,236.0,318.0,554,82,0.0,82.0,82,82,82,0,82,82
702,7471791_16920-18046,0,0.6823999999999999,743.0,828.0,1072,85,1.0,88.0,118,87,85,27,58,87
703,7502605_2441-3568,0,1.0,228.0,248.0,476,20,20.0,0.0,20,20,20,0,20,20
704,7457439_2206-3303,0,0.9878,522.0,686.0,798,164,0.0,164.0,164,164,164,2,162,164
705,7485179_10492-11587,0,1.0,239.0,316.0,472,77,77.0,0.0,78,77,77,0,77,77
706,7493718_20702-21821,0,1.0,220.0,364.0,590,144,0.0,144.0,144,144,144,0,144,144
707,7340352_804-1837,0,0.0,,,0,0,,,0,0,0,0,0,0
708,7388994_3705-4784,0,1.0,238.0,334.0,551,96,0.0,96.0,96,96,96,0,96,96
709,7278959_1545-2572,0,0.0,,,0,0,,,0,0,0,0,0,0
710,7398948_3961-5107,0,0.9662999999999999,167.0,377.0,546,210,0.0,210.0,214,210,208,7,201,212
711,7286868_3396-4455,0,1.0,205.0,252.0,880,47,47.0,0.0,54,47,47,0,47,47
712,7488081_16325-17393,0,0.9756,194.0,235.0,460,41,1.0,42.0,42,41,41,1,40,41
713,7335549_148-1265,0,1.0,201.0,352.0,569,151,151.0,0.0,151,151,151,0,151,151
714,7499553_5447-6497,0,0.9091,254.0,287.0,349,33,33.0,0.0,33,33,33,3,30,33
715,7459611_13339-14490,0,1.0,212.0,361.0,611,149,0.0,149.0,149,149,149,0,149,149
716,7420101_4683-5736,0,1.0,224.0,311.0,628,87,0.0,87.0,87,87,87,0,87,87
717,7496035_8141-9251,0,0.9762000000000001,190.0,275.0,545,85,84.0,0.0,84,84,84,2,82,85
718,7248698_9664-10685,0,1.0,232.0,295.0,673,63,0.0,63.0,63,63,63,0,63,63
719,7328702_31764-32803,0,1.0,222.0,301.0,577,79,0.0,79.0,79,79,79,0,79,79
720,7483588_2688-3738,0,1.0,239.0,309.0,551,70,70.0,0.0,70,70,70,0,70,70
721,7316002_16296-17441,0,0.9,0.0,242.0,492,242,246.0,6.0,250,240,240,24,216,242
722,7488688_20463-21502,0,1.0,221.0,246.0,480,25,25.0,0.0,25,25,25,0,25,25
723,7499531_1955-3025,0,1.0,242.0,286.0,526,44,1.0,45.0,45,44,44,0,44,44
724,7457254_12165-13235,0,1.0,236.0,334.0,677,98,0.0,98.0,98,98,98,0,98,98
725,7497601_9420-10495,0,1.0,227.0,261.0,600,34,0.0,34.0,34,34,34,0,34,34
726,7492533_5905-6955,0,0.0,,,0,0,,,0,0,0,0,0,0
727,7247224_17074-18105,0,0.0,,,0,0,,,0,0,0,0,0,0
728,7351690_1899-2925,0,1.0,195.0,223.0,458,28,28.0,0.0,28,28,28,0,28,28
729,7503833_24255-25281,0,1.0,179.0,215.0,511,36,0.0,36.0,36,36,36,0,36,36
730,7341002_173-1222,0,1.0,66.0,100.0,338,34,34.0,0.0,34,34,34,0,34,34
731,7273191_4127-5200,0,1.0,25.0,110.0,323,85,86.0,1.0,86,85,85,0,85,85
732,7487384_39730-40760,0,1.0,148.0,182.0,224,34,0.0,34.0,34,34,34,0,34,34
733,7405446_4193-5253,0,1.0,243.0,351.0,506,108,0.0,108.0,108,108,108,0,108,108
734,7334964_4164-5325,0,1.0,220.0,351.0,751,131,0.0,131.0,131,131,131,0,131,131
735,7500592_17-1040,0,1.0,221.0,286.0,501,65,0.0,65.0,66,65,65,0,65,65
736,7469927_1398-2516,0,0.8571,51.0,352.0,432,301,3.0,304.0,406,301,301,43,258,301
737,7310639_51269-52303,0,0.0,,,0,0,,,0,0,0,0,0,0
738,7501816_2051-3101,0,0.0,,,0,0,,,0,0,0,0,0,0
739,7297169_1031-2141,0,0.8769,600.0,665.0,955,65,65.0,0.0,65,65,65,8,57,65
740,7491586_30951-32084,0,1.0,234.0,356.0,596,122,0.0,122.0,122,122,122,0,122,122
741,7471791_13908-14974,0,1.0,12.0,88.0,330,76,0.0,76.0,76,76,76,0,76,76
742,7459102_6615-7722,0,0.9943000000000001,278.0,454.0,678,176,177.0,0.0,178,177,176,1,175,177
743,7331945_14100-15155,0,0.0,,,0,0,,,0,0,0,0,0,0
744,7486630_22655-23705,0,1.0,60.0,93.0,320,33,0.0,33.0,33,33,33,0,33,33
745,7384809_11456-12546,0,1.0,232.0,336.0,613,104,104.0,0.0,104,104,104,0,104,104
746,7466477_2497-3539,0,1.0,279.0,367.0,1111,88,0.0,88.0,88,88,88,0,88,88
747,7269166_7801-8833,0,0.0,,,0,0,,,0,0,0,0,0,0
748,7443099_9496-10571,0,1.0,242.0,332.0,574,90,0.0,90.0,90,90,90,0,90,90
749,7414842_26348-27409,0,1.0,231.0,294.0,531,63,0.0,63.0,63,63,63,0,63,63
750,7487127_5135-6232,0,1.0,211.0,290.0,447,79,80.0,1.0,80,79,79,0,79,79
751,7371743_19730-20780,0,1.0,239.0,332.0,560,93,1.0,94.0,94,93,93,0,93,93
752,7399476_1885-2940,0,1.0,226.0,286.0,516,60,0.0,57.0,57,57,57,0,57,60
753,7379596_30251-31333,0,0.99,230.0,330.0,578,100,1.0,101.0,101,100,100,1,99,100
754,7240948_5008-6064,0,1.0,253.0,288.0,987,35,0.0,35.0,35,35,35,0,35,35
755,7253107_987-2152,0,0.8468000000000001,593.0,930.0,1123,337,141.0,479.0,1103,338,333,51,282,342
756,7329050_8032-9129,0,1.0,227.0,335.0,571,108,1.0,109.0,109,108,108,0,108,108
757,7498051_9148-10215,0,0.0,,,0,0,,,0,0,0,0,0,0
758,7405613_18477-19548,0,1.0,201.0,227.0,456,26,0.0,26.0,26,26,26,0,26,26
759,7375646_1879-2964,0,1.0,240.0,340.0,586,100,100.0,0.0,100,100,100,0,100,100
760,7493217_1076-2220,0,1.0,233.0,383.0,581,150,0.0,150.0,150,150,150,0,150,150
761,7470884_3232-4300,0,1.0,227.0,308.0,553,81,81.0,0.0,81,81,81,0,81,81
762,7281486_2507-3590,0,0.84,244.0,344.0,562,100,0.0,100.0,102,100,100,16,84,100
763,7400304_5801-6824,0,1.0,21.0,75.0,309,54,55.0,1.0,55,54,54,0,54,54
764,7464023_3239-4457,0,0.92,100.0,250.0,453,150,32.0,182.0,231,150,150,12,138,150
765,7289203_1509-2570,0,1.0,157.0,181.0,203,24,26.0,2.0,26,24,24,0,24,24
766,7483923_13534-14647,0,0.9887,366.0,543.0,779,177,0.0,177.0,177,177,177,2,175,177
767,7286534_1192-2252,0,1.0,231.0,256.0,754,25,25.0,0.0,25,25,25,0,25,25
768,7480791_1342-2392,0,0.0,,,0,0,,,0,0,0,0,0,0
769,7504217_1778-2883,0,1.0,305.0,402.0,731,97,0.0,97.0,97,97,97,0,97,97
770,7409986_9765-10881,0,1.0,170.0,251.0,385,81,0.0,81.0,81,81,81,0,81,81
771,7478678_9073-10222,0,0.7762,63.0,733.0,738,670,59.0,708.0,814,649,621,139,482,698
772,7459731_1409-2433,0,1.0,212.0,266.0,498,54,54.0,0.0,54,54,54,0,54,54
773,7385764_10426-11592,0,1.0,59.0,175.0,439,116,116.0,0.0,116,116,116,0,116,116
774,7383198_14656-15733,0,1.0,195.0,286.0,530,91,0.0,96.0,97,96,91,0,91,96
775,7275547_1097-2202,0,1.0,238.0,331.0,570,93,93.0,0.0,94,93,93,0,93,93
776,7412863_3454-4485,0,1.0,799.0,910.0,1146,111,0.0,111.0,111,111,111,0,111,111
777,7376245_25901-26989,0,0.9894,237.0,331.0,574,94,1.0,95.0,95,94,94,1,93,94
778,7484504_63928-64978,0,0.0,,,0,0,,,0,0,0,0,0,0
779,7456283_4000-5112,0,0.9903,240.0,343.0,594,103,1.0,104.0,104,103,103,1,102,103
780,7457599_6423-7640,0,0.7955,388.0,564.0,1317,176,0.0,176.0,176,176,176,36,140,176
781,7443462_588-1693,0,1.0,238.0,373.0,615,135,0.0,134.0,134,134,134,0,134,135
782,7265004_624-1685,0,0.0,,,0,0,,,0,0,0,0,0,0
783,7243273_339-1422,0,1.0,234.0,327.0,774,93,94.0,1.0,94,93,93,0,93,93
784,7489198_20546-21596,0,0.9925,240.0,374.0,568,134,137.0,3.0,137,134,134,1,133,134
785,7300417_6700-7729,0,1.0,236.0,262.0,508,26,0.0,26.0,26,26,26,0,26,26
786,7484652_23473-24578,0,1.0,230.0,357.0,634,127,127.0,0.0,128,127,127,0,127,127
787,7484873_8433-9667,0,0.9928,230.0,508.0,751,278,0.0,278.0,278,278,278,2,276,278
788,7445469_6601-7674,0,1.0,235.0,335.0,518,100,100.0,0.0,101,100,100,0,100,100
789,7351068_308-1331,0,0.0,,,0,0,,,0,0,0,0,0,0
790,7255025_2331-3396,0,0.8332999999999999,66.0,127.0,356,61,60.0,0.0,103,60,60,10,50,61
791,7479571_27646-28696,0,0.0,,,0,0,,,0,0,0,0,0,0
792,7384553_10135-11166,0,1.0,43.0,72.0,303,29,0.0,29.0,29,29,29,0,29,29
793,7268540_2282-3366,0,1.0,246.0,289.0,335,43,44.0,1.0,44,43,43,0,43,43
794,7487046_4331-5410,0,0.9853000000000001,221.0,289.0,335,68,68.0,0.0,69,68,68,1,67,68
795,7424869_4279-5382,0,1.0,241.0,285.0,531,44,1.0,45.0,45,44,44,0,44,44
796,7353453_272-1299,0,1.0,212.0,232.0,441,20,21.0,1.0,21,20,20,0,20,20
797,7506027_24878-26008,0,0.9843000000000001,242.0,369.0,613,127,1.0,128.0,129,127,127,2,125,127
798,7499680_14651-15685,0,1.0,211.0,238.0,440,27,0.0,27.0,27,27,27,0,27,27
799,7395447_4017-5133,0,0.9358,39.0,150.0,150,111,122.0,13.0,158,109,109,7,102,111
800,7263328_2014-3051,0,1.0,245.0,268.0,504,23,1.0,24.0,24,23,23,0,23,23
801,7448425_1084-2119,0,0.0,,,0,0,,,0,0,0,0,0,0
802,7462882_10476-11536,0,0.0,,,0,0,,,0,0,0,0,0,0
803,7466903_14418-15491,0,1.0,248.0,342.0,581,94,0.0,94.0,94,94,94,0,94,94
804,7419372_27376-28415,0,1.0,232.0,259.0,478,27,0.0,27.0,27,27,27,0,27,27
805,7504175_34650-35672,0,0.0,,,0,0,,,0,0,0,0,0,0
806,7504677_16446-17486,0,0.9795999999999999,260.0,310.0,576,50,49.0,0.0,53,49,49,1,48,50
807,7464556_9626-10656,0,1.0,221.0,286.0,495,65,65.0,0.0,66,65,65,0,65,65
808,7505946_3370-4481,0,0.9457,207.0,299.0,587,92,0.0,92.0,106,92,92,5,87,92
809,7399394_11219-12315,0,1.0,243.0,350.0,631,107,0.0,107.0,107,107,107,0,107,107
810,7347894_109-1213,0,0.0,,,0,0,,,0,0,0,0,0,0
811,7502003_5463-6513,0,0.0,,,0,0,,,0,0,0,0,0,0
812,7473192_14223-15289,0,1.0,91.0,157.0,369,66,66.0,0.0,66,66,66,0,66,66
813,7382232_19118-20210,0,0.9743999999999999,0.0,40.0,279,40,39.0,78.0,78,39,39,1,38,40
814,7488464_1559-2609,0,0.0,,,0,0,,,0,0,0,0,0,0
815,7257177_3031-4113,0,1.0,374.0,501.0,761,127,0.0,127.0,127,127,127,0,127,127
816,7453818_13259-14428,0,0.9281999999999999,121.0,318.0,476,197,37.0,236.0,711,199,195,14,181,201
817,7238375_9642-10762,0,1.0,262.0,371.0,667,109,109.0,0.0,109,109,109,0,109,109
818,7353468_22-1097,0,1.0,209.0,319.0,564,110,115.0,0.0,115,115,110,0,110,115
819,7310777_15985-17079,0,1.0,222.0,330.0,578,108,0.0,108.0,108,108,108,0,108,108
820,7501025_5619-6669,0,0.0,,,0,0,,,0,0,0,0,0,0
821,7310729_150-1174,0,0.963,305.0,332.0,512,27,0.0,27.0,28,27,27,1,26,27
822,7500545_11449-12493,0,1.0,246.0,318.0,673,72,0.0,72.0,72,72,72,0,72,72
823,7311207_5059-6173,0,0.9928,205.0,343.0,544,138,139.0,1.0,139,138,138,1,137,138
824,7428171_5461-6652,0,0.9878,267.0,432.0,644,165,164.0,0.0,164,164,164,2,162,165
825,7458467_102-1217,0,1.0,232.0,364.0,607,132,0.0,132.0,132,132,132,0,132,132
826,7466237_4409-5442,0,1.0,246.0,294.0,294,48,12.0,60.0,88,48,48,0,48,48
827,7501575_7307-8426,0,0.8390000000000001,0.0,721.0,721,721,1011.0,290.0,1140,721,702,113,589,740
828,7405164_3213-4261,0,0.0,,,0,0,,,0,0,0,0,0,0
829,7275416_1863-2910,0,1.0,145.0,184.0,392,39,0.0,39.0,39,39,39,0,39,39
830,7482338_21602-22652,0,0.0,,,0,0,,,0,0,0,0,0,0
831,7266711_281-1390,0,1.0,242.0,306.0,535,64,1.0,65.0,65,64,64,0,64,64
832,7428402_1900-2943,0,1.0,246.0,393.0,631,147,2.0,149.0,149,147,147,0,147,147
833,7439519_1703-2753,0,1.0,240.0,314.0,563,74,74.0,0.0,74,74,74,0,74,74
834,7475516_3826-4850,0,1.0,207.0,245.0,482,38,38.0,0.0,38,38,38,0,38,38
835,7493309_1014-2064,0,1.0,233.0,265.0,511,32,32.0,0.0,32,32,32,0,32,32
836,7490404_14647-15716,0,1.0,217.0,314.0,478,97,98.0,1.0,98,97,97,0,97,97
837,7502478_30600-31650,0,0.0,,,0,0,,,0,0,0,0,0,0
838,7474857_7433-8535,0,1.0,242.0,344.0,382,102,0.0,102.0,102,102,102,0,102,102
839,7416686_3029-4063,0,0.0,,,0,0,,,0,0,0,0,0,0
840,7427795_16490-17598,0,0.9845999999999999,237.0,367.0,592,130,0.0,130.0,130,130,130,2,128,130
841,7322898_628-1661,0,0.0,,,0,0,,,0,0,0,0,0,0
842,7270294_1133-2203,0,1.0,244.0,284.0,492,40,0.0,41.0,41,41,40,0,40,41
843,7377744_487-1548,0,1.0,263.0,300.0,509,37,0.0,37.0,38,37,37,0,37,37
845,7501566_9481-10505,0,0.0,,,0,0,,,0,0,0,0,0,0
846,7453014_4258-5287,0,0.9,189.0,219.0,472,30,0.0,30.0,30,30,30,3,27,30
847,7370441_22496-23516,0,0.0,,,0,0,,,0,0,0,0,0,0
848,7505080_29896-30922,0,0.9118,79.0,147.0,620,68,26.0,94.0,94,68,68,6,62,68
849,7476611_22322-23413,0,1.0,229.0,275.0,487,46,46.0,0.0,46,46,46,0,46,46
850,7454061_4990-6098,0,1.0,208.0,299.0,535,91,0.0,91.0,92,91,91,0,91,91
851,7303144_2839-3868,0,1.0,216.0,246.0,461,30,30.0,0.0,30,30,30,0,30,30
852,7470663_8247-9409,0,0.0,,,0,0,,,0,0,0,0,0,0
853,7450440_6751-7793,0,0.9565,217.0,286.0,532,69,69.0,0.0,70,69,69,3,66,69
854,7503848_7284-8347,0,1.0,242.0,300.0,524,58,58.0,0.0,65,58,58,0,58,58
855,7455923_3415-4437,0,0.988,73.0,156.0,392,83,1.0,84.0,84,83,83,1,82,83
856,7478750_15640-16690,0,0.0,,,0,0,,,0,0,0,0,0,0
857,7463962_1906-3044,0,1.0,175.0,276.0,442,101,101.0,0.0,101,101,101,0,101,101
858,7482377_9608-10658,0,1.0,581.0,610.0,951,29,29.0,0.0,29,29,29,0,29,29
859,7445299_950-2074,0,0.9909,213.0,323.0,565,110,110.0,0.0,110,110,110,1,109,110
860,7445032_2355-3519,0,0.9951000000000001,250.0,455.0,1298,205,206.0,0.0,216,206,205,1,204,206
861,7451988_6559-7617,0,0.9833,217.0,277.0,519,60,2.0,62.0,62,60,60,1,59,60
862,7430550_13286-14553,0,0.9394,148.0,280.0,526,132,75.0,207.0,720,132,132,8,124,132
863,7472338_9997-11154,0,1.0,178.0,254.0,494,76,76.0,0.0,76,76,76,0,76,76
864,7455350_12910-14004,0,1.0,246.0,341.0,588,95,0.0,95.0,96,95,95,0,95,95
865,7503807_3326-4382,0,1.0,245.0,294.0,576,49,49.0,0.0,50,49,49,0,49,49
866,7470122_29134-30185,0,1.0,237.0,362.0,676,125,0.0,125.0,125,125,125,0,125,125
